brain_name,direction_brain,type_brain,CSF_name,direction_CSF,type_CSF,VECPAC r,VECPAC n,LPS r,LPS n,DSS r,DSS n,non-NaN_treatment_groups,Pooled r,Pooled n,Pooled_r_valid,Pooled FDR,FDR < 0.15,within_model_sign,pooled_sign,predicted_effect_sign,within_model = pooled,number within_model = pooled_n,within_model = predicted,number within_model = predicted,predicted = pooled,number predicted = pooled,all_signs_agree,number all_signs_agree
ENSMUSG00000021091-C,1.0,CTX,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol ",-1.0,CSF,,0,,1,,2,0,-1.0,3,True,0.0,True,,-1.0,-1.0,,1,,1,-1.0,2,-1.0,2.0
ENSMUSG00000021091-C,1.0,CTX,Trimethylolpropane,-1.0,CSF,,0,,2,,2,0,-1.0,4,True,0.0,True,,-1.0,-1.0,,1,,1,-1.0,2,-1.0,2.0
ENSMUSG00000021131-C,-1.0,CTX,Norephedrine,-1.0,CSF,,2,,2,1.0,3,1,0.9642857142857144,7,True,0.0190079298918555,True,1.0,1.0,1.0,1.0,2,1.0,2,1.0,2,1.0,3.0
ENSMUSG00000021273-C,1.0,CTX,"2,4,6-Cycloheptatrien-1-one",-1.0,CSF,,2,,1,,2,0,-1.0,5,True,6.078616870869687e-23,True,,-1.0,-1.0,,1,,1,-1.0,2,-1.0,2.0
ENSMUSG00000021294-C,-1.0,CTX,"2,3-Butanediol, O-(trimethylsilyl)-, monoacetate",-1.0,CSF,,2,1.0,3,0.8660254037844387,3,2,0.8982196964349441,8,True,0.0949723045352331,True,1.0,1.0,1.0,1.0,2,1.0,2,1.0,2,1.0,3.0
ENSMUSG00000021294-C,-1.0,CTX,N-Acetylaminoethanol,-1.0,CSF,,2,1.0,3,0.8660254037844387,3,2,0.9700772721497396,8,True,0.0028117748128617,True,1.0,1.0,1.0,1.0,2,1.0,2,1.0,2,1.0,3.0
ENSMUSG00000021294-C,-1.0,CTX,Picolinic acid,-1.0,CSF,,2,0.5,3,0.8660254037844387,3,2,0.8795819141991809,8,True,0.1464633435810332,True,1.0,1.0,1.0,1.0,2,1.0,2,1.0,2,1.0,3.0
ENSMUSG00000021495-C,-1.0,CTX,L-Glutamic acid,1.0,CSF,,0,,2,,2,0,-1.0,4,True,0.0,True,,-1.0,-1.0,,1,,1,-1.0,2,-1.0,2.0
ENSMUSG00000021495-C,-1.0,CTX,N-Acetylaminoethanol,-1.0,CSF,,2,0.5,3,0.8660254037844387,3,2,0.934148484292342,8,True,0.0283183650114095,True,1.0,1.0,1.0,1.0,2,1.0,2,1.0,2,1.0,3.0
ENSMUSG00000021495-C,-1.0,CTX,Picolinic acid,-1.0,CSF,,2,1.0,3,0.8660254037844387,3,2,0.9277781834703688,8,True,0.0366341784630948,True,1.0,1.0,1.0,1.0,2,1.0,2,1.0,2,1.0,3.0
ENSMUSG00000021661-C,1.0,CTX,alpha-Hydroxyisobutyric acid,-1.0,CSF,,0,-1.0,3,,2,1,-1.0,5,True,6.078616870869687e-23,True,-1.0,-1.0,-1.0,-1.0,2,-1.0,2,-1.0,2,-1.0,3.0
ENSMUSG00000021709-C,-1.0,CTX,"3,5-Dimethylphenol",1.0,CSF,,2,-1.0,3,-0.5,3,2,-0.880952380952381,8,True,0.1418733630990404,True,-1.0,-1.0,-1.0,-1.0,2,-1.0,2,-1.0,2,-1.0,3.0
